matrix,implementation,rows,cols,nnz,threads,blocks,time_min_ms,time_max_ms,time_avg_ms,time_geomean_ms,time_stddev_ms,gflopss_min,gflopss_max,gflopss_avg,gflopss_avg_geo,gflopss_std,bandwidth_min_gbs,bandwidth_max_gbs,bandwidth_avg_gbs,bandwidth_avg_gbs_geo,bandwidth_std,rmse_min,rmse_max,rmse_avg,rmse_geomean,rmse_stddev,raw_time_ms,raw_gflopss_ms,raw_bandwidth_gbs,raw_rmse
./Dataset/ldoor/ldoor.mtx,CSR CPU,952203,952203,23737340,0,0,91.858002,94.179001,92.465607,92.462418,0.812216,0.504090,0.516827,0.513466,0.513448,0.004459,3.105424,3.183889,3.163185,3.163077,0.027471,0.000000,0.000000,0.000000,0.000000,0.000000,"91.938004;93.720001;92.016998;92.253998;92.065002;94.179001;92.529999;91.858002;91.946999;92.148003","0.516377;0.506559;0.515934;0.514608;0.515665;0.504090;0.513073;0.516827;0.516327;0.515200","3.181119;3.120633;3.178388;3.170223;3.176730;3.105424;3.160766;3.183889;3.180808;3.173869",""
./Dataset/ldoor/ldoor.mtx,CSR NVDA,952203,952203,23737340,256,3720,23.140352,23.276545,23.207834,23.207792,0.046390,2.039593,2.051597,2.045639,2.045635,0.004090,12.564824,12.638775,12.602070,12.602047,0.025197,0.815287,0.815287,0.815287,0.815287,0.000000,"23.186432;23.150593;23.140352;23.243776;23.276545;23.246847;23.244801;23.162880;23.205889;23.220224","2.047520;2.050690;2.051597;2.042469;2.039593;2.042199;2.042378;2.049602;2.045803;2.044540","12.613657;12.633184;12.638775;12.582538;12.564824;12.580876;12.581983;12.626482;12.603081;12.595300","0.815287;0.815287;0.815287;0.815287;0.815287;0.815287;0.815287;0.815287;0.815287;0.815287"
./Dataset/ldoor/ldoor.mtx,CSR Vector NVDA,952203,952203,23737340,256,119026,14.223360,14.251008,14.236954,14.236950,0.010586,3.331321,3.337796,3.334611,3.334610,0.002479,20.522455,20.562349,20.542725,20.542721,0.015274,1.404509,1.404509,1.404509,1.404509,0.000000,"14.251008;14.249984;14.242816;14.228480;14.229504;14.223360;14.230528;14.242816;14.225152;14.245888","3.331321;3.331560;3.333237;3.336595;3.336355;3.337796;3.336115;3.333237;3.337376;3.332518","20.522455;20.523932;20.534260;20.554951;20.553473;20.562349;20.551992;20.534260;20.559757;20.529833","1.404509;1.404509;1.404509;1.404509;1.404509;1.404509;1.404509;1.404509;1.404509;1.404509"
./Dataset/ldoor/ldoor.mtx,CSR cuSparse NVDA,952203,952203,23737340,0,0,6.748160,6.769664,6.756864,6.756861,0.006481,7.012856,7.035204,7.026147,7.026144,0.006736,43.202396,43.340069,43.284271,43.284252,0.041499,1.356978,1.356978,1.356978,1.356978,0.000000,"6.769664;6.748160;6.762496;6.757376;6.757376;6.751232;6.760448;6.757376;6.755328;6.749184","7.012856;7.035204;7.020289;7.025609;7.025609;7.032002;7.022417;7.025609;7.027739;7.034136","43.202396;43.340069;43.248188;43.280956;43.280956;43.320343;43.261288;43.280956;43.294075;43.333488","1.356978;1.356978;1.356978;1.356978;1.356978;1.356978;1.356978;1.356978;1.356978;1.356978"
./Dataset/rajat31/rajat31.mtx,COO CPU,4690002,4690002,20316252,0,0,111.592003,115.339996,112.928101,112.924309,0.979031,0.352285,0.364117,0.359833,0.359821,0.003083,2.818277,2.912933,2.878661,2.878566,0.024665,0.000000,0.000000,0.000000,0.000000,0.000000,"112.516998;113.593002;112.773003;112.765999;112.679001;112.861000;111.592003;112.416000;112.744003;115.339996","0.361123;0.357703;0.360303;0.360326;0.360604;0.360023;0.364117;0.361448;0.360396;0.352285","2.888986;2.861620;2.882428;2.882607;2.884832;2.880180;2.912933;2.891582;2.883169;2.818277",""
./Dataset/rajat31/rajat31.mtx,COO NVDA,4690002,4690002,20316252,256,79361,13.005824,13.074432,13.038899,13.038886,0.019429,3.107784,3.124177,3.116259,3.116256,0.004643,24.862268,24.993420,24.930073,24.930046,0.037145,0.000001,0.000001,0.000001,0.000001,0.000000,"13.045760;13.023232;13.005824;13.052928;13.050880;13.045760;13.032448;13.074432;13.036544;13.021184","3.114614;3.120002;3.124177;3.112904;3.113392;3.114614;3.117795;3.107784;3.116816;3.120492","24.916910;24.960012;24.993420;24.903229;24.907133;24.916910;24.942362;24.862268;24.934526;24.963938","0.000001;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001;0.000001"
./Dataset/rajat31/rajat31.mtx,COO cuSparse,4690002,4690002,20316252,0,0,8.924960,8.940352,8.929840,8.929839,0.004280,4.544844,4.552682,4.550195,4.550195,0.002179,36.358749,36.421455,36.401558,36.401558,0.017436,0.000002,0.000002,0.000002,0.000002,0.000000,"8.927104;8.931328;8.928256;8.930304;8.940352;8.926208;8.928256;8.930304;8.931328;8.924960","4.551589;4.549436;4.551001;4.549958;4.544844;4.552045;4.551001;4.549958;4.549436;4.552682","36.412708;36.395489;36.408009;36.399666;36.358749;36.416363;36.408009;36.399666;36.395489;36.421455","0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002"
./Dataset/rajat31/rajat31.mtx,CSR CPU,4690002,4690002,20316252,0,0,89.975998,93.088997,91.396599,91.392418,0.923254,0.436491,0.451593,0.444614,0.444594,0.004466,3.022001,3.126556,3.078241,3.078100,0.030920,0.000000,0.000000,0.000000,0.000000,0.000000,"92.750000;91.222000;91.396004;91.724998;90.985001;93.088997;89.975998;90.958000;91.047997;90.817001","0.438086;0.445424;0.444576;0.442982;0.446585;0.436491;0.451593;0.446717;0.446276;0.447411","3.033046;3.083851;3.077980;3.066940;3.091884;3.022001;3.126556;3.092802;3.089745;3.097603",""
./Dataset/rajat31/rajat31.mtx,CSR NVDA,4690002,4690002,20316252,256,18321,8.739840,8.890368,8.830156,8.830079,0.039076,4.570396,4.649114,4.601643,4.601602,0.020448,31.642675,32.187668,31.859005,31.858723,0.141573,0.000002,0.000002,0.000002,0.000002,0.000000,"8.848384;8.840192;8.825856;8.813568;8.842240;8.739840;8.858624;8.813568;8.890368;8.828928","4.592082;4.596337;4.603803;4.610222;4.595273;4.649114;4.586773;4.610222;4.570396;4.602201","31.792816;31.822277;31.873966;31.918406;31.814905;32.187668;31.756063;31.918406;31.642675;31.862877","0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002"
./Dataset/rajat31/rajat31.mtx,CSR Vector NVDA,4690002,4690002,20316252,256,586251,54.285313,54.303616,54.295422,54.295422,0.005126,0.748247,0.748499,0.748360,0.748360,0.000071,5.180411,5.182158,5.181193,5.181193,0.000489,0.000002,0.000002,0.000002,0.000002,0.000000,"54.296577;54.293503;54.285313;54.293343;54.298622;54.303616;54.295551;54.299648;54.297600;54.290432","0.748344;0.748386;0.748499;0.748388;0.748316;0.748247;0.748358;0.748301;0.748330;0.748428","5.181083;5.181376;5.182158;5.181391;5.180888;5.180411;5.181180;5.180789;5.180985;5.181669","0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002"
./Dataset/rajat31/rajat31.mtx,CSR cuSparse NVDA,4690002,4690002,20316252,0,0,7.832576,7.845888,7.837491,7.837490,0.004965,5.178828,5.187630,5.184379,5.184377,0.003283,35.855091,35.916031,35.893517,35.893513,0.022728,0.000002,0.000002,0.000002,0.000002,0.000000,"7.837696;7.834624;7.839744;7.833600;7.845888;7.836672;7.832576;7.835648;7.845888;7.832576","5.184241;5.186274;5.182887;5.186952;5.178828;5.184918;5.187630;5.185596;5.178828;5.187630","35.892567;35.906643;35.883190;35.911335;35.855091;35.897259;35.916031;35.901947;35.855091;35.916031","0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002;0.000002"
./Dataset/Rucci1/Rucci1.mtx,COO CPU,1977885,109900,7791168,0,0,41.030998,41.973000,41.429897,41.429146,0.263998,0.371247,0.379770,0.376127,0.376120,0.002387,2.969973,3.038159,3.009016,3.008961,0.019094,0.000000,0.000000,0.000000,0.000000,0.000000,"41.377998;41.735001;41.205002;41.030998;41.403000;41.316002;41.973000;41.328999;41.480999;41.448002","0.376585;0.373364;0.378166;0.379770;0.376358;0.377150;0.371247;0.377032;0.375650;0.375949","3.012681;2.986910;3.025329;3.038159;3.010861;3.017201;2.969973;3.016252;3.005200;3.007592",""
./Dataset/Rucci1/Rucci1.mtx,COO NVDA,1977885,109900,7791168,256,30435,5.371904,5.459968,5.432832,5.432783,0.024233,2.853924,2.900710,2.868231,2.868205,0.012883,22.831394,23.205681,22.945850,22.945641,0.103061,0.000000,0.000000,0.000000,0.000000,0.000000,"5.452800;5.439488;5.425152;5.430272;5.443584;5.459968;5.424128;5.443584;5.437440;5.371904","2.857676;2.864670;2.872240;2.869531;2.862514;2.853924;2.872782;2.862514;2.865749;2.900710","22.861410;22.917358;22.977917;22.956249;22.900114;22.831394;22.982254;22.900114;22.925989;23.205681","0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
./Dataset/Rucci1/Rucci1.mtx,COO cuSparse,1977885,109900,7791168,0,0,3.200000,3.203072,3.201331,3.201331,0.001187,4.864810,4.869480,4.867456,4.867455,0.001805,38.918476,38.955841,38.939648,38.939644,0.014442,0.000000,0.000000,0.000000,0.000000,0.000000,"3.200000;3.203072;3.200000;3.200000;3.202048;3.202048;3.201024;3.201024;3.203072;3.201024","4.869480;4.864810;4.869480;4.869480;4.866365;4.866365;4.867922;4.867922;4.864810;4.867922","38.955841;38.918476;38.955841;38.955841;38.930923;38.930923;38.943375;38.943375;38.918476;38.943375","0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
./Dataset/Rucci1/Rucci1.mtx,CSR CPU,1977885,109900,7791168,0,0,34.041000,34.695999,34.276100,34.275330,0.242683,0.449110,0.457752,0.454633,0.454623,0.003202,3.150712,3.211336,3.189452,3.189381,0.022462,0.000000,0.000000,0.000000,0.000000,0.000000,"34.043999;34.095001;34.041000;34.101002;34.202000;34.395000;34.695999;34.324001;34.195999;34.667000","0.457712;0.457027;0.457752;0.456947;0.455597;0.453041;0.449110;0.453978;0.455677;0.449486","3.211053;3.206250;3.211336;3.205686;3.196219;3.178284;3.150712;3.184859;3.196780;3.153347",""
./Dataset/Rucci1/Rucci1.mtx,CSR NVDA,1977885,109900,7791168,256,7727,3.286016,3.318784,3.301069,3.301052,0.011008,4.695195,4.742014,4.720439,4.720415,0.015735,32.938900,33.267365,33.115997,33.115833,0.110389,0.000000,0.000000,0.000000,0.000000,0.000000,"3.312640;3.286016;3.318784;3.305472;3.308544;3.307520;3.295232;3.289088;3.291136;3.296256","4.703903;4.742014;4.695195;4.714104;4.709726;4.711185;4.728752;4.737586;4.734638;4.727283","32.999992;33.267365;32.938900;33.071556;33.040848;33.051079;33.174324;33.236294;33.215611;33.164017","0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
./Dataset/Rucci1/Rucci1.mtx,CSR Vector NVDA,1977885,109900,7791168,256,247236,22.679552,22.705153,22.692966,22.692965,0.007790,0.686291,0.687065,0.686659,0.686659,0.000236,4.814639,4.820073,4.817224,4.817224,0.001654,0.000000,0.000000,0.000000,0.000000,0.000000,"22.679552;22.690817;22.691839;22.699009;22.705153;22.701056;22.690817;22.685696;22.687744;22.697985","0.687065;0.686724;0.686693;0.686477;0.686291;0.686415;0.686724;0.686879;0.686817;0.686507","4.820073;4.817680;4.817463;4.815941;4.814639;4.815507;4.817680;4.818768;4.818333;4.816158","0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
./Dataset/Rucci1/Rucci1.mtx,CSR cuSparse NVDA,1977885,109900,7791168,0,0,2.878464,2.890752,2.884813,2.884810,0.004062,5.390409,5.413421,5.401516,5.401512,0.007605,37.816143,37.977581,37.894066,37.894035,0.053353,0.000000,0.000000,0.000000,0.000000,0.000000,"2.883584;2.888704;2.880512;2.878464;2.885632;2.883584;2.885632;2.889728;2.890752;2.881536","5.403809;5.394230;5.409572;5.413421;5.399973;5.403809;5.399973;5.392319;5.390409;5.407649","37.910149;37.842957;37.950581;37.977581;37.883240;37.910149;37.883240;37.829544;37.816143;37.937092","0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,COO CPU,185639,185639,7598452,0,0,39.473000,40.896999,39.901798,39.899021,0.498630,0.371590,0.384995,0.380910,0.380884,0.004698,2.972718,3.079959,3.047283,3.047073,0.037588,0.000000,0.000000,0.000000,0.000000,0.000000,"39.998001;39.698002;39.777000;40.896999;40.662998;39.473000;39.919998;39.528000;39.487000;39.577000","0.379942;0.382813;0.382053;0.371590;0.373728;0.384995;0.380684;0.384459;0.384858;0.383983","3.039533;3.062502;3.056420;2.972718;2.989825;3.079959;3.045472;3.075674;3.078867;3.071866",""
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,COO NVDA,185639,185639,7598452,256,29682,10.388480,10.451968,10.428927,10.428909,0.020702,1.453975,1.462861,1.457193,1.457190,0.002896,11.631803,11.702889,11.657541,11.657521,0.023170,0.000009,0.000009,0.000009,0.000009,0.000000,"10.407936;10.412032;10.433536;10.388480;10.447872;10.451968;10.430464;10.427392;10.438656;10.450944","1.460127;1.459552;1.456544;1.462861;1.454545;1.453975;1.456973;1.457402;1.455830;1.454118","11.681013;11.676417;11.652352;11.702889;11.636363;11.631803;11.655784;11.659218;11.646637;11.632943","0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009"
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,COO cuSparse,185639,185639,7598452,0,0,2.711552,2.715648,2.713395,2.713395,0.001348,5.596051,5.604504,5.600698,5.600698,0.002782,44.768410,44.836033,44.805588,44.805580,0.022256,0.000007,0.000007,0.000007,0.000007,0.000000,"2.712576;2.712576;2.714624;2.714624;2.712576;2.712576;2.712576;2.711552;2.714624;2.715648","5.602388;5.602388;5.598162;5.598162;5.602388;5.602388;5.602388;5.604504;5.598162;5.596051","44.819107;44.819107;44.785297;44.785297;44.819107;44.819107;44.819107;44.836033;44.785297;44.768410","0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007"
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,CSR CPU,185639,185639,7598452,0,0,27.208000,36.050999,28.782501,28.688667,2.610678,0.421539,0.558545,0.531246,0.529718,0.039937,2.570429,3.405856,3.239393,3.230074,0.243527,0.000000,0.000000,0.000000,0.000000,0.000000,"27.208000;27.224001;27.773001;28.344000;29.101000;28.110001;36.050999;28.117001;27.912001;27.985001","0.558545;0.558217;0.547183;0.536160;0.522212;0.540623;0.421539;0.540488;0.544458;0.543037","3.405856;3.403855;3.336569;3.269353;3.184308;3.296568;2.570429;3.295748;3.319953;3.311293",""
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,CSR NVDA,185639,185639,7598452,256,726,7.242752,7.341024,7.283607,7.283537,0.033429,2.070134,2.098222,2.086493,2.086473,0.009550,12.623108,12.794382,12.722857,12.722737,0.058235,0.000004,0.000004,0.000004,0.000004,0.000000,"7.321600;7.324672;7.279616;7.341024;7.255040;7.242752;7.271424;7.262208;7.262208;7.275520","2.075626;2.074755;2.087597;2.070134;2.094668;2.098222;2.089949;2.092601;2.092601;2.088772","12.656596;12.651288;12.729591;12.623108;12.772712;12.794382;12.743933;12.760105;12.760105;12.736758","0.000004;0.000004;0.000004;0.000004;0.000004;0.000004;0.000004;0.000004;0.000004;0.000004"
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,CSR Vector NVDA,185639,185639,7598452,256,23205,3.276800,3.305472,3.287347,3.287334,0.009679,4.597499,4.637727,4.622884,4.622865,0.013577,28.034285,28.279585,28.189068,28.188959,0.082792,0.000007,0.000007,0.000007,0.000007,0.000000,"3.302400;3.288064;3.283968;3.277824;3.290112;3.276800;3.282944;3.280896;3.305472;3.284992","4.601776;4.621840;4.627604;4.636279;4.618962;4.637727;4.629047;4.631937;4.597499;4.626162","28.060360;28.182705;28.217855;28.270748;28.165161;28.279585;28.226658;28.244278;28.034285;28.209061","0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007"
./Dataset/Si41Ge41H72/Si41Ge41H72.mtx,CSR cuSparse NVDA,185639,185639,7598452,0,0,2.059264,2.070528,2.064794,2.064791,0.003554,7.339627,7.379775,7.360031,7.360021,0.012666,44.755028,44.999836,44.879436,44.879383,0.077234,0.000007,0.000007,0.000007,0.000007,0.000000,"2.069504;2.065408;2.060288;2.059264;2.065408;2.070528;2.064384;2.066432;2.063360;2.063360","7.343259;7.357822;7.376107;7.379775;7.357822;7.339627;7.361472;7.354176;7.365125;7.365125","44.777172;44.865971;44.977467;44.999836;44.865971;44.755028;44.888229;44.843739;44.910503;44.910503","0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007;0.000007"
./Dataset/webbase-1M/webbase-1M.mtx,COO CPU,1000005,1000005,3105536,0,0,17.153000,17.700001,17.499100,17.497709,0.231735,0.350908,0.362098,0.354993,0.354965,0.004747,2.807264,2.896786,2.839946,2.839719,0.037976,0.000000,0.000000,0.000000,0.000000,0.000000,"17.162001;17.194000;17.153000;17.549000;17.700001;17.605000;17.691000;17.669001;17.652000;17.615999","0.361908;0.361235;0.362098;0.353927;0.350908;0.352802;0.351087;0.351524;0.351862;0.352581","2.895267;2.889879;2.896786;2.831419;2.807264;2.822413;2.808692;2.812190;2.814898;2.820651",""
./Dataset/webbase-1M/webbase-1M.mtx,COO NVDA,1000005,1000005,3105536,256,12131,2.569216,2.590720,2.582035,2.582027,0.006938,2.397431,2.417497,2.405510,2.405503,0.006471,19.179447,19.339975,19.244081,19.244020,0.051771,0.000002,0.000004,0.000003,0.000003,0.000000,"2.588672;2.587648;2.584576;2.569216;2.577408;2.590720;2.587648;2.580480;2.575360;2.578624","2.399328;2.400277;2.403130;2.417497;2.409813;2.397431;2.400277;2.406944;2.411730;2.408677","19.194620;19.202215;19.225040;19.339975;19.278505;19.179447;19.202215;19.255554;19.293837;19.269415","0.000003;0.000003;0.000003;0.000004;0.000003;0.000003;0.000003;0.000002;0.000003;0.000003"
./Dataset/webbase-1M/webbase-1M.mtx,COO cuSparse,1000005,1000005,3105536,0,0,1.519616,1.524736,1.521766,1.521765,0.002016,4.073539,4.087264,4.081495,4.081491,0.005408,32.588314,32.698112,32.651958,32.651932,0.043264,0.000009,0.000009,0.000009,0.000009,0.000000,"1.519616;1.521664;1.523712;1.522688;1.524736;1.522688;1.519616;1.519616;1.523712;1.519616","4.087264;4.081763;4.076277;4.079018;4.073539;4.079018;4.087264;4.087264;4.076277;4.087264","32.698112;32.654102;32.610214;32.632145;32.588314;32.632145;32.698112;32.698112;32.610214;32.698112","0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009"
./Dataset/webbase-1M/webbase-1M.mtx,CSR CPU,1000005,1000005,3105536,0,0,15.642000,16.629000,16.166300,16.162096,0.388031,0.373508,0.397077,0.384399,0.384299,0.009269,2.722141,2.893905,2.801511,2.800780,0.067553,0.000000,0.000000,0.000000,0.000000,0.000000,"16.198000;16.129000;16.629000;16.559999;16.504000;16.549999;16.049999;15.642000;15.702000;15.699000","0.383447;0.385087;0.373508;0.375065;0.376337;0.375291;0.386983;0.397077;0.395559;0.395635","2.794572;2.806527;2.722141;2.733483;2.742758;2.735135;2.820341;2.893905;2.882848;2.883398",""
./Dataset/webbase-1M/webbase-1M.mtx,CSR NVDA,1000005,1000005,3105536,256,3907,2.056224,2.101056,2.078781,2.078734,0.014709,2.956167,3.020620,2.987978,2.987911,0.021165,21.544628,22.014366,21.776474,21.775980,0.154253,0.000000,0.000000,0.000000,0.000000,0.000000,"2.060288;2.066272;2.101056;2.079744;2.072576;2.090912;2.080768;2.088960;2.056224;2.091008","3.014662;3.005932;2.956167;2.986460;2.996789;2.970509;2.984990;2.973284;3.020620;2.970372","21.970943;21.907314;21.544628;21.765404;21.840679;21.649153;21.754694;21.669382;22.014366;21.648157","0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
./Dataset/webbase-1M/webbase-1M.mtx,CSR Vector NVDA,1000005,1000005,3105536,256,125001,11.619328,11.630592,11.624346,11.624345,0.003070,0.534029,0.534547,0.534316,0.534316,0.000141,3.892018,3.895791,3.894109,3.894109,0.001028,0.000009,0.000009,0.000009,0.000009,0.000000,"11.630592;11.624448;11.626496;11.623424;11.625472;11.619328;11.624448;11.625472;11.622400;11.621376","0.534029;0.534311;0.534217;0.534358;0.534264;0.534547;0.534311;0.534264;0.534405;0.534452","3.892018;3.894075;3.893389;3.894418;3.893732;3.895791;3.894075;3.893732;3.894761;3.895104","0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009"
./Dataset/webbase-1M/webbase-1M.mtx,CSR cuSparse NVDA,1000005,1000005,3105536,0,0,1.391616,1.408000,1.399091,1.399084,0.004581,4.411273,4.463209,4.439404,4.439383,0.014534,32.149483,32.527988,32.354507,32.354351,0.105920,0.000009,0.000009,0.000009,0.000009,0.000000,"1.392640;1.398784;1.408000;1.400832;1.399808;1.400832;1.399808;1.400832;1.391616;1.397760","4.459927;4.440337;4.411273;4.433845;4.437088;4.433845;4.437088;4.433845;4.463209;4.443590","32.504070;32.361301;32.149483;32.313992;32.337627;32.313992;32.337627;32.313992;32.527988;32.385010","0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009;0.000009"
Dataset/ASIC_680ks/ASIC_680ks.mtx,COO CPU,682712,682712,2329176,0,0,176.682007,185.080994,179.411179,179.392685,2.727825,0.025169,0.026366,0.025970,0.025967,0.000390,0.201354,0.210926,0.207760,0.207739,0.003121,0.000000,0.000000,0.000000,0.000000,0.000000,"176.824005;180.287994;178.259995;185.080994;182.283005;176.682007;179.356995;176.792999;180.584000;177.960007","0.026345;0.025838;0.026132;0.025169;0.025556;0.026366;0.025973;0.026349;0.025796;0.026176","0.210757;0.206707;0.209059;0.201354;0.204445;0.210926;0.207780;0.210793;0.206368;0.209411",""
Dataset/ASIC_680ks/ASIC_680ks.mtx,COO NVDA,682712,682712,2329176,256,9099,1.713152,1.855488,1.741712,1.741102,0.049308,2.510581,2.719170,2.676432,2.675520,0.072602,20.084644,21.753363,21.411455,21.404160,0.580818,0.000319,0.000319,0.000319,0.000319,0.000000,"1.855488;1.731520;1.714176;1.809408;1.719296;1.722368;1.713152;1.716224;1.718240;1.717248","2.510581;2.690325;2.717546;2.574517;2.709453;2.704621;2.719170;2.714303;2.711118;2.712684","20.084644;21.522602;21.740366;20.596138;21.675627;21.636965;21.753363;21.714424;21.688946;21.701475","0.000319;0.000319;0.000319;0.000319;0.000319;0.000319;0.000319;0.000319;0.000319;0.000319"
Dataset/ASIC_680ks/ASIC_680ks.mtx,COO cuSparse,682712,682712,2329176,0,0,1.176576,1.277952,1.200102,1.199761,0.030592,3.645170,3.959244,3.883804,3.882732,0.094856,29.161360,31.673956,31.070431,31.061855,0.758846,0.000606,0.000606,0.000606,0.000606,0.000000,"1.200032;1.183744;1.223520;1.178624;1.186816;1.187840;1.176576;1.185792;1.200128;1.277952","3.881856;3.935270;3.807336;3.952365;3.925084;3.921700;3.959244;3.928473;3.881546;3.645170","31.054852;31.482161;30.458689;31.618917;31.400669;31.373600;31.673956;31.427786;31.052368;29.161360","0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606"
Dataset/ASIC_680ks/ASIC_680ks.mtx,CSR CPU,682712,682712,2329176,0,0,163.192993,172.820999,166.283005,166.255463,3.205863,0.026955,0.028545,0.028024,0.028019,0.000532,0.193332,0.204738,0.201000,0.200967,0.003817,0.000000,0.000000,0.000000,0.000000,0.000000,"166.912994;169.742996;165.248993;163.222000;172.820999;168.533005;163.192993;164.886002;164.895004;163.375000","0.027909;0.027444;0.028190;0.028540;0.026955;0.027641;0.028545;0.028252;0.028250;0.028513","0.200175;0.196838;0.202191;0.204702;0.193332;0.198251;0.204738;0.202636;0.202625;0.204510",""
Dataset/ASIC_680ks/ASIC_680ks.mtx,CSR NVDA,682712,682712,2329176,256,2667,1.603584,1.651712,1.625293,1.625232,0.014838,2.820318,2.904963,2.866376,2.866269,0.026080,20.228592,20.835709,20.558945,20.558178,0.187057,0.000885,0.000885,0.000885,0.000885,0.000000,"1.651712;1.628160;1.631232;1.619968;1.644544;1.618944;1.611776;1.629184;1.603584;1.613824","2.820318;2.861115;2.855726;2.875583;2.832610;2.877402;2.890198;2.859316;2.904963;2.886530","20.228592;20.521206;20.482559;20.624981;20.316763;20.638025;20.729809;20.508308;20.835709;20.703503","0.000885;0.000885;0.000885;0.000885;0.000885;0.000885;0.000885;0.000885;0.000885;0.000885"
Dataset/ASIC_680ks/ASIC_680ks.mtx,CSR Vector NVDA,682712,682712,2329176,256,85339,8.208384,8.350720,8.240435,8.240338,0.042276,0.557838,0.567511,0.565317,0.565311,0.002873,4.001069,4.070449,4.054712,4.054665,0.020608,0.000686,0.000686,0.000686,0.000686,0.000000,"8.254464;8.243200;8.254464;8.219648;8.210432;8.223744;8.350720;8.208384;8.216576;8.222720","0.564343;0.565114;0.564343;0.566734;0.567370;0.566451;0.557838;0.567511;0.566946;0.566522","4.047726;4.053257;4.047726;4.064871;4.069434;4.062846;4.001069;4.070449;4.066391;4.063352","0.000686;0.000686;0.000686;0.000686;0.000686;0.000686;0.000686;0.000686;0.000686;0.000686"
Dataset/ASIC_680ks/ASIC_680ks.mtx,CSR cuSparse NVDA,682712,682712,2329176,0,0,1.127424,1.277952,1.157837,1.157102,0.044578,3.645170,4.131855,4.028307,4.025877,0.143924,26.144808,29.635530,28.892843,28.875410,1.032285,0.000606,0.000606,0.000606,0.000606,0.000000,"1.127424;1.139712;1.150976;1.277952;1.161216;1.131520;1.129472;1.163264;1.163264;1.133568","4.131855;4.087306;4.047306;3.645170;4.011615;4.116898;4.124362;4.004552;4.004552;4.109459","29.635530;29.316010;29.029110;26.144808;28.773121;29.528252;29.581795;28.722462;28.722462;29.474901","0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606;0.000606"
